name,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status,Software,Mobile,Curated Web,Biotechnology,Advertising,E-Commerce,Enterprise Software,Social Media,Games,Health Care,Analytics,Finance,Internet,Security,Hardware + Software,SaaS,Technology,Web Hosting,Semiconductors,Video,Clean Technology,Networking,Health and Wellness,Social Network Media,Search,Apps,Cloud Computing,Services,Web,Messaging,Education,Sales and Marketing,Music,News,Travel,Web Development,iPhone,Fashion,Entertainment,Media,Manufacturing,Android,age_at_first_funding,age_at_last_funding
1 Mainstream,5000000,USA,CA,2012-03-01,1,2015-03-17,2015-03-17,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1000 Markets,500000,USA,WA,2009-01-01,1,2009-05-15,2009-05-15,acquired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100Plus,1250000,USA,CA,2011-09-16,2,2011-11-02,2011-11-30,acquired,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010data,35000000,USA,NY,2000-01-01,1,2010-03-08,2010-03-08,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
10BestThings,50000,USA,OH,2009-04-01,1,2009-04-01,2009-04-01,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yelster digital gmbh (former 123people),-,AUT,9,2007-01-01,1,2008-01-01,2008-01-01,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12Society,-,USA,CA,2012-01-01,1,2012-04-05,2012-04-05,acquired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13th Lab,700000,SWE,26,2010-01-01,1,2012-06-15,2012-06-15,acquired,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
169 ST.,50000,USA,FL,2009-05-15,1,2009-06-01,2009-06-01,closed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170 Systems,14000000,USA,MA,1990-01-01,1,2002-04-16,2002-04-16,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
1bib,-,CHN,30,2006-01-01,1,2008-02-07,2008-02-07,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
One Block Off the Grid (1BOG),5000000,USA,CA,2008-11-01,1,2010-02-11,2010-02-11,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1C Company,200000000,RUS,48,1991-01-01,1,2011-10-03,2011-10-03,closed,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
1Cast,-,USA,WA,2006-06-01,1,2008-08-12,2008-08-12,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
1CLICK,-,IND,19,2012-11-01,1,2014-01-26,2014-01-26,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1DayMakeover,50000,USA,CA,2008-06-30,1,2008-06-30,2008-06-30,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1DocWay,1700000,USA,NY,2011-02-01,2,2011-08-10,2015-07-21,acquired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2100b Sausalito LLC.,50000,USA,CA,2011-06-15,2,2013-01-01,2013-01-01,closed,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22nd Century Group,15034750,USA,NY,1998-01-01,6,2010-12-28,2014-09-18,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16
22seeds,250000,ISR,5,2010-01-01,1,2013-10-15,2013-10-15,closed,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,3
24h00,-,FRA,A8,2006-01-01,1,2006-08-01,2006-08-01,closed,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24PageBooks,50000,USA,NY,2010-01-01,1,2011-05-24,2011-05-24,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2lemetry,4000000,USA,CO,2011-09-01,1,2015-01-09,2015-01-09,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"2nd Story Software, Inc.",85000000,USA,IA,1998-02-15,1,2005-03-30,2005-03-30,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
2pm Technologies,3167062,IRL,10,1999-11-23,1,2002-11-01,2002-11-01,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2U Inc.,95875000,USA,MD,2008-01-01,6,2009-03-25,2013-10-21,ipo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
3 day Blinds,-,USA,CA,1984-01-01,1,1998-03-13,1998-03-13,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
360T,-,DEU,5,2000-01-01,1,2012-02-16,2012-02-16,acquired,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
3ClickEMR Corporation,500000,USA,MA,2010-06-23,2,2010-06-23,2011-06-01,closed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D FUTURE VISION II,503000,USA,FL,2011-01-01,2,2011-06-22,2013-03-21,closed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3D Systems,169500000,USA,SC,1986-01-01,3,2014-01-15,2014-10-13,ipo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
3DC,-,BGR,42,2009-01-01,1,2009-01-01,2009-01-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nimble VR,2249999,USA,CA,2012-01-01,2,2012-03-30,2014-04-02,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3i Systems,13708150,CHN,5,2006-11-01,3,2007-08-20,2010-03-01,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3Leaf,65000000,USA,CA,2004-06-01,3,2005-01-01,2008-09-22,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3PAR,148000000,USA,CA,1999-01-01,3,2000-05-01,2004-02-10,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3TIER,15000000,USA,WA,1999-01-01,3,2007-09-05,2010-02-25,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11
3Touch,272000,IRL,29,2003-01-01,1,2007-05-01,2007-05-01,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
3V Transaction Services,50958896.6114209,IRL,7,2004-01-01,2,2006-10-31,2013-03-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
41st Parameter,38064570,USA,CA,2004-01-01,4,2006-05-08,2012-04-11,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
4Blox,-,USA,CA,2006-08-01,1,2007-09-10,2007-09-10,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4DK Technologies,3378975,USA,VA,2005-01-01,1,2011-12-12,2011-12-12,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
4Home,9416354,USA,CA,2006-01-01,6,2006-08-01,2010-02-03,acquired,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
56.com,30000000,CHN,30,2005-04-01,2,2007-06-01,2007-12-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
58.com,876780000,CHN,19,2005-01-01,6,2006-02-01,2014-06-27,ipo,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
5BARz International,6100000,USA,WA,2008-01-01,2,2013-11-12,2014-11-17,ipo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
5by,-,USA,CA,2012-01-01,1,2013-02-28,2013-02-28,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5min Media,12800000,USA,NY,2007-01-01,3,2007-04-01,2009-07-23,acquired,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
5th Finger,7000000,USA,CA,2008-01-01,1,2008-06-13,2008-06-13,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5to1,17129760,USA,WA,2009-01-01,4,2009-06-17,2010-11-10,acquired,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60mo,1300000,GBR,U8,2009-06-01,3,2009-06-29,2011-01-19,acquired,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
640 Labs,3050000,USA,IL,2013-01-01,3,2014-06-20,2014-10-20,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6N Silicon,5714285.71428571,CAN,ON,2006-01-01,1,2007-07-14,2007-07-14,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
6th Sense Analytics,6700000,USA,NC,2004-01-01,2,2005-11-11,2007-01-31,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
7 Billion People,6528902,USA,TX,2006-01-01,3,2009-02-09,2012-07-13,closed,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
77 Pieces,650000,NZL,G2,2010-05-25,1,2011-03-01,2011-03-01,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7digital,20068328.451591,GBR,H9,2004-01-01,4,2005-09-01,2013-11-25,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9
8x8 Inc,126000000,USA,CA,1987-01-01,1,2013-11-20,2013-11-20,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
91 Wireless,30000000,CHN,3,2010-09-01,1,2011-12-01,2011-12-01,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
99 Fahrenheit,1380700,ITA,9,2011-10-01,1,2011-10-15,2011-10-15,closed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99Bill,83574271,CHN,23,2005-01-01,5,2005-08-12,2012-12-14,acquired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
99dresses,105651,AUS,2,2010-01-01,2,2012-03-30,2012-06-01,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
99times.cn,-,CHN,23,2005-01-01,1,2010-08-23,2010-08-23,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
9car Technology LLC,80000,CHN,22,2009-11-18,2,2009-11-18,2010-01-06,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Cookies,-,DEU,16,2012-01-01,1,2013-04-18,2013-04-18,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9facts,70000,RUS,71,2011-05-01,1,2011-05-01,2011-05-01,closed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9SLIDES,925000,USA,WA,2010-06-01,2,2013-05-30,2013-10-03,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
A Bit Lucky,10312103,USA,CA,2009-10-01,2,2010-03-15,2011-03-25,closed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A-Power Energy Generation Systems,10200000,CHN,19,2003-01-01,1,2011-01-19,2011-01-19,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
A10 Networks,118000000,USA,CA,2004-10-01,4,2005-01-01,2013-10-03,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
A123 Systems,502860000,USA,MA,2001-01-01,8,2005-11-01,2012-06-07,ipo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
A8 Digital Music,50000000,CHN,30,2000-01-01,2,2004-10-01,2005-12-08,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5
AAC Technologies Holdings,-,CHN,2,1993-01-01,1,2004-11-10,2004-11-10,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
Aarden Pharmaceuticals,500000,USA,IN,2008-01-01,1,2011-01-03,2011-01-03,closed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Aastrom Biosciences,40000000,USA,MI,1989-01-01,1,2012-03-09,2012-03-09,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
Abacast,500000,USA,WA,2000-04-02,1,2010-11-11,2010-11-11,acquired,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Abattis Bioceuticals,400988,CAN,BC,1997-09-29,3,2010-11-03,2014-04-07,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16
Abaxia,1770000,FRA,A8,2001-01-01,1,2005-11-08,2005-11-08,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Abazab,4400000,USA,CA,1997-01-01,2,2006-05-05,2009-05-04,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12
ABB,2700000,CHE,25,1988-01-01,1,2013-09-23,2013-09-23,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
Abbott Labs,6790000,USA,IL,1991-01-01,2,2009-03-16,2011-03-15,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20
Abcellute,805908,GBR,H9,2001-01-01,1,2007-09-21,2007-09-21,closed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
AbeBooks,-,CAN,BC,1996-01-01,1,2003-09-01,2003-09-01,acquired,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Ablynx,186036236,BEL,8,2001-01-01,6,2002-09-25,2014-08-13,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
Abound Solar,510000000,USA,CO,2007-01-01,2,2010-07-06,2010-12-15,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Abtech Holdings,1400000,USA,AZ,1995-01-01,1,2015-05-18,2015-05-18,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
FashionAde.com (Abundant Closet),60000,USA,GA,2008-01-01,1,2010-02-23,2010-02-23,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Abzena,64640151.5803158,GBR,H9,2002-01-01,2,2014-07-07,2015-11-24,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13
A.C. Moore,10000000,USA,NJ,1984-01-01,1,2009-06-05,2009-06-05,ipo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
Acacia Research,255100000,USA,CA,1993-01-01,3,1999-11-22,2012-02-21,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19
Academic Earth,-,USA,CA,2008-01-01,1,2008-10-01,2008-10-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Academy123,2000000,USA,CA,2004-01-01,1,2004-08-01,2004-08-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Accelerate Diagnostics,63016244,USA,AZ,2004-01-01,4,2010-03-23,2014-05-05,ipo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
Accelerize New Media,4045500,USA,CA,2005-01-01,3,2010-05-10,2014-04-16,ipo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
Acceleron Pharma,113701127,USA,MA,2004-01-01,6,2006-08-02,2011-12-23,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Accelight Networks,60000000,USA,PA,1999-01-01,1,2001-11-19,2001-11-19,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
AccelOne,225000,USA,WA,2013-01-01,1,2014-04-29,2014-04-29,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Accentia Biopharmaceuticals Inc,775000,USA,FL,2002-01-01,2,2012-02-08,2013-06-25,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11
Accenx Technologies,4500000,USA,CA,1997-01-01,2,2007-09-13,2009-02-27,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12
Accept Software,25305000,USA,CA,2002-01-01,4,2005-09-16,2010-12-14,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
Accertify,7131124,USA,IL,2007-03-01,3,2008-06-03,2010-05-04,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Access Closure,13793098,USA,CA,2002-01-01,3,2010-03-03,2012-10-01,acquired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10
Access Northeast,1999998,USA,MA,1999-01-01,1,2009-11-23,2009-11-23,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Access Scientific,21376001,USA,CA,2004-01-01,6,2009-10-06,2012-06-21,acquired,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
