name,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status,Software,Mobile,Curated Web,Biotechnology,Advertising,E-Commerce,Enterprise Software,Social Media,Games,Health Care,Analytics,Finance,Internet,Security,Hardware + Software,SaaS,Technology,Web Hosting,Semiconductors,Video,Clean Technology,Networking,Health and Wellness,Social Network Media,Search,Apps,Cloud Computing,Services,Web,Messaging,Education,Sales and Marketing,Music,News,Travel,Web Development,iPhone,Fashion,Entertainment,Media,Manufacturing,Android,age_at_first_funding,age_at_last_funding
Ciclon Semiconductor Device Corporation,24150000,USA,PA,2004-01-01,3,2005-08-02,2007-03-07,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Cie Games,3000000,USA,CA,2010-06-01,1,2010-06-01,2010-06-01,acquired,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinedigm,18442000,USA,NJ,2004-01-01,4,2010-07-29,2013-10-30,ipo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
CinemaKi,-,ARG,7,2008-07-01,1,2008-07-01,2008-07-01,closed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinetraffic,1000000,FRA,A6,2009-09-01,1,2009-09-01,2009-09-01,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CinnaBid,30000,USA,FL,2010-09-03,2,2010-09-03,2010-10-15,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CipherMax,141535713,USA,CA,2000-01-01,8,2001-05-08,2007-02-25,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
CipherTrust,42000000,USA,GA,2000-01-01,1,2004-03-08,2004-03-08,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
CiraNova,26797546,USA,CA,2002-01-01,4,2003-05-22,2010-08-18,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Circa,5722750,USA,CA,2011-12-01,9,2012-04-27,2014-03-01,closed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
Circle Street,-,USA,CA,2009-01-01,1,2010-07-12,2010-07-12,acquired,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Cirtas Systems,32500000,USA,CA,2008-11-01,2,2010-09-20,2011-01-25,closed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Cisco,2500000,USA,CA,1984-12-01,1,1987-01-01,1987-01-01,ipo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
cisimple,-,USA,CA,2012-05-01,1,2013-02-03,2013-02-03,acquired,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citibuddies,70000,ARG,7,2012-07-01,2,2013-03-01,2013-03-01,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Citizen Sports,10000000,USA,CA,2005-01-01,1,2007-01-01,2007-01-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CitizenHawk,3000000,USA,CA,2006-01-01,1,2008-05-12,2008-05-12,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Citizenside,1529666,FRA,A8,2006-05-01,2,2006-12-01,2007-11-21,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Citrus Lane,6600000,USA,CA,2011-01-01,2,2011-07-22,2012-04-24,acquired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CityCiv,250000,USA,CA,2010-01-01,1,2010-04-01,2010-04-01,closed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Voice,1000000,USA,TX,2008-07-01,1,2010-06-01,2010-06-01,closed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CityFibre,50360919,GBR,H9,2011-01-01,1,2014-06-10,2014-06-10,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CityOdds,183352,GBR,H9,2005-07-01,1,2005-07-01,2005-07-01,closed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CityPockets,770000,USA,NY,2010-08-26,2,2010-08-31,2011-06-20,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CitySquares,422500,USA,CA,2005-08-01,3,2008-10-01,2010-04-13,acquired,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
CityTherapy,-,GBR,H9,2005-03-01,1,2006-10-01,2006-10-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Videoflow,134250,FIN,13,2009-01-08,1,2009-04-04,2009-04-04,closed,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Civitas Therapeutics,122000000,USA,MA,2009-01-01,5,2011-01-10,2014-08-25,acquired,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Clacendix,6515643,USA,NJ,1982-01-01,1,2009-05-29,2009-05-29,acquired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
ClairMail,34100000,USA,CA,2004-01-01,3,2005-08-24,2010-10-04,acquired,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Clarimedix,275000,USA,CO,2006-01-01,1,2011-05-17,2011-05-17,closed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Claritics,1500000,USA,CA,2011-01-01,1,2011-05-12,2011-05-12,acquired,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarity Health Services,14219390,USA,WA,2007-07-01,3,2011-10-19,2013-12-04,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Clarity Payment Solutions,19000000,USA,NY,1999-01-01,2,2000-01-01,2000-01-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ClarityRay,500000,ISR,5,2012-01-01,1,2012-05-18,2012-05-18,acquired,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarius Mobile Health Corp.,6500000,CAN,BC,2014-10-01,2,2014-10-15,2015-08-31,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarus Systems,8330000,USA,CA,2001-01-01,2,2005-05-01,2006-10-31,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
CLASEMOVIL,350000,SLV,10,2007-01-11,2,2008-08-11,2008-12-11,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Clash Media Advertising,8684459,GBR,H9,2006-01-01,3,2007-06-01,2009-07-15,closed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
ClassifEye,1530000,ISR,6,2003-12-01,2,2006-06-19,2008-06-10,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Classiphix,15000,USA,OH,2009-09-19,1,2011-01-01,2011-01-01,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Clean Harbors,-,USA,MA,1980-01-01,1,1987-08-18,1987-08-18,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Clean Mobile,16193969,DEU,13,2006-01-01,2,2008-03-31,2011-04-06,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Clean TeQ,1300000,AUS,7,1990-01-01,1,2014-09-18,2014-09-18,ipo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
CleanApp,5300,USA,TN,2013-02-05,1,2013-04-22,2013-04-22,closed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CleanEdison,600000,USA,NY,2008-01-01,1,2011-10-01,2011-10-01,acquired,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
Clear Shape Technologies,5000000,USA,CA,2003-01-01,1,2005-06-09,2005-06-09,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Clear2Pay,127620230,BEL,5,2001-01-01,7,2001-01-01,2009-12-07,acquired,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ClearApp,19200000,USA,CA,2002-01-01,2,2006-06-14,2007-03-12,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
ClearForest,10000000,ISR,2,1998-01-01,2,2003-10-01,2004-04-20,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
ClearMomentum,1000000,USA,NY,2005-01-01,1,2009-11-10,2009-11-10,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ClearPoint Metrics,3800000,USA,MA,1999-01-01,2,2005-12-28,2009-12-30,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
ClearSaleing,1776763,USA,OH,2006-01-01,2,2006-06-19,2009-12-21,acquired,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Clearview Tower Company,300000,USA,NJ,2006-01-01,1,2014-05-05,2014-05-05,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
Clearwell Systems,29000000,USA,CA,2004-12-06,2,2006-04-04,2007-08-22,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Cleversafe,100410283,USA,IL,2004-01-01,4,2007-11-11,2013-08-20,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
CleveX,2250002,USA,OH,2003-01-01,3,2007-01-22,2010-03-23,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
Clickability,11500000,USA,CA,1999-01-01,2,2008-02-04,2008-07-14,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
ClickandBuy,29972500,GBR,H9,2000-03-01,3,2006-01-01,2007-01-01,acquired,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
ClickDelivery,-,COL,34,2007-01-16,1,2013-01-01,2013-01-01,acquired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
ClickEquations,3000000,USA,PA,2006-01-03,1,2009-08-28,2009-08-28,acquired,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Clicker,19000000,USA,CA,2009-01-01,2,2009-09-15,2010-02-18,acquired,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Clickpass,20000,USA,CA,2007-04-09,1,2007-06-01,2007-06-01,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClickShift,6000000,USA,CA,2005-01-01,1,2006-06-19,2006-06-19,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ClickSquared,56710000,USA,MA,1999-01-01,3,2007-09-05,2012-01-09,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13
ClientShow,750000,USA,CA,2008-05-09,1,2009-01-01,2009-01-01,closed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Clinical Innovations,-,USA,UT,1993-01-01,1,2010-12-10,2010-12-10,closed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,17
Clipboard,-,USA,WA,2011-01-01,1,2011-11-07,2011-11-07,acquired,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClipCall,-,USA,CA,2015-01-01,1,2015-09-15,2015-09-15,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clipik,-,USA,CA,2010-07-01,1,2011-02-01,2011-02-01,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clipmarks,100000,USA,NY,2003-01-02,1,2009-09-28,2009-09-28,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
clipsync,1510017,USA,CA,2007-01-01,2,2011-01-05,2011-05-20,closed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Falex Continental Nigeria Limited,840000,NGA,56,2001-02-01,1,2012-01-18,2012-01-18,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
Cliqset,2000000,USA,FL,2008-08-08,2,2008-09-14,2009-06-01,closed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloakware,14200000,USA,VA,1997-01-01,2,2003-06-27,2005-03-21,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
Closet Couture,475000,USA,CA,2007-09-01,1,2008-06-01,2008-06-01,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clothes Horse,-,USA,NY,2011-03-01,1,2011-08-10,2011-08-10,acquired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cloud.com,11000000,USA,CA,2008-01-01,1,2010-01-01,2010-01-01,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Cloud Communications and Computing Corp.,1200000,USA,FL,2011-05-31,2,2011-06-01,2014-01-02,closed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cloud DX Inc,2582000,USA,NY,2014-09-15,2,2014-10-01,2015-05-13,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Logistics,10000,RUS,65,2011-01-01,1,2012-05-01,2012-05-01,closed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Cloud Security,2180000,USA,CA,2010-01-01,2,2013-09-13,2015-02-06,ipo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Cloud Sherpas,63300000,USA,GA,2007-01-01,5,2010-05-02,2012-12-20,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Cloudant,18250000,USA,MA,2008-05-01,8,2008-05-01,2013-05-14,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Cloudary,110000000,CHN,23,2004-01-01,1,2013-07-08,2013-07-08,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9
CloudBlue Technologies,9915000,USA,GA,2001-01-01,2,2008-03-13,2009-12-21,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
Cloudcity,5906547,GBR,F8,2007-02-01,1,2007-02-01,2007-02-01,closed,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cloudkick,2750000,USA,CA,2009-01-01,2,2009-09-14,2010-04-28,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cloudmeter,5300000,USA,CA,2007-04-01,2,2009-04-01,2012-04-27,acquired,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
CloudOn,26140000,USA,CA,2009-10-01,4,2010-10-27,2012-10-01,acquired,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Cloudscaling,14000000,USA,CA,2006-01-01,2,2011-09-21,2013-05-22,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
CloudShield Technologies,25000000,USA,CA,2000-01-01,2,2005-10-28,2007-09-17,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
CloudSplit,149180,IRL,7,2009-07-01,1,2009-11-27,2009-11-27,closed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CloudVertical,-,IRL,7,2011-08-20,1,2012-10-02,2012-10-02,acquired,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
CloudVolumes,4415653,USA,CA,2011-01-01,2,2012-11-07,2013-07-01,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Clouli,25000,CHL,4,2011-09-01,1,2011-09-01,2011-09-01,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloupia,3532577,USA,CA,2009-05-01,1,2012-12-06,2012-12-06,acquired,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Clover,8800000,USA,CA,2010-10-01,2,2011-04-13,2012-12-27,acquired,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cloverleaf Communications,21000000,USA,NY,2001-01-01,2,2003-10-01,2005-06-28,acquired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Clovis Oncology,356962756,USA,CO,2009-01-01,3,2009-05-26,2013-11-27,ipo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ClrTouch,20000,USA,NY,2010-07-01,1,2011-09-01,2011-09-01,closed,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
.Club Domains,7000000,USA,FL,2011-10-10,1,2013-05-31,2013-05-31,closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Club Santa Monica,692850,ESP,29,2010-06-01,1,2010-10-29,2010-10-29,closed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club Scene Network,225000,USA,MA,2004-02-10,1,2005-02-01,2005-02-01,closed,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
